Level,Status,Mode,Gender,Licence,Work,Family,Cars,Children,Adults,Income,Time.Auto,Time.Transit,Time.Active
Grad,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,5,Unknown,38.02369,69.37563,238.95075
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,4,Unknown,11.93133,55.85667000000001,81.92896499999999
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,0,2,Unknown,78.52783000000001,170.45036000000002,645.25155
UG,FT,Active,Female,1,"No, I don't work",Live with partner,0,0,2,"Less than $ 30,000",11.93133,55.85667000000001,81.92896499999999
UG,PT,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,0,4,Unknown,15.80435,63.097879000000006,235.6923
Grad,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with partner,0,0,2,Unknown,39.45798,75.03998899999998,249.87389999999996
UG,FT,Auto,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,3,1,3,Unknown,73.45622,209.39963999999998,483.02295
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,0,3,I donâ€™t know,18.765,48.600686,113.02405499999999
Grad,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,2,Unknown,3.5209309999999996,24.122092,29.256284999999995
UG,PT,Transit,Female,1,"Yes, I work > 40 hours per week",Live with partner,1,0,2,Unknown,49.22765,121.69054799999999,469.3221
UG,FT,Transit,Male,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,2,"$ 60,000 - 89,999",39.58435,194.16726,436.90259999999995
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,4,Unknown,28.475309999999997,74.262186,181.46775
Grad,FT,Transit,Male,0,"No, I don't work",Live with family/parents,0,0,2,Unknown,32.726290000000006,90.05738099999998,229.29135
UG,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,5,Unknown,11.34923,39.849031,65.27565
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,4,I donâ€™t know,18.63048,86.16102000000002,223.17030000000003
UG,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,4,Unknown,12.96096,38.944914000000004,78.28422
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,2,Unknown,4.289724,29.3483,30.6678
Grad,FT,Active,Male,0,"No, I don't work",Live with roommates,0,0,6,Unknown,2.924953,24.128386,16.985265000000002
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,3,0,4,"Less than $ 30,000",47.57712,132.03705,418.09785
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,1,3,I donâ€™t know,23.22107,81.50922,206.84475
UG,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,2,Unknown,47.3327,132.32856999999998,484.18425
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,4,Unknown,77.64508000000001,200.921234,493.206
UG,FT,Transit,Female,0,"No, I don't work",Live alone,1,2,5,I donâ€™t know,47.43407,100.753973,333.23265
Grad,FT,Transit,Other,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,Unknown,16.0968,53.408636,91.57806000000001
Grad,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,4,"Less than $ 30,000",1.117177,20.195869,11.101709999999999
UG,PT,Active,Female,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,4,"Less than $ 30,000",2.924953,24.128386,16.985265000000002
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,3,"Less than $ 30,000",3.4422599999999997,30.10613,27.606600000000004
Grad,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,3,1,4,Unknown,67.55769000000001,106.076507,537.5387999999999
UG,FT,Transit,Female,1,"No, I don't work",Live with roommates,1,0,2,Unknown,13.89458,45.228945,89.40257999999999
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,2,5,Unknown,33.487190000000005,109.84677,286.86615
Other,Other,Auto,Male,1,"Yes, I work 31-40 hours per week",Live alone,1,0,1,Unknown,0.0,0.0,0.0
Grad,FT,Active,Female,1,"No, I don't work",Live with family/parents,2,0,3,I donâ€™t know,7.717772999999999,37.877319,75.9915
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,1,5,"$ 30,000 - 59,999",54.07584,153.717328,406.04775
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,3,Unknown,21.53976,99.999714,196.7325
UG,FT,Active,Female,1,"Yes, I work part time (11-20 hours per week)",Live alone,0,0,1,I donâ€™t know,2.510406,26.944984,21.925545
Grad,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with roommates,1,0,2,Unknown,3.792585,18.826039,22.924049999999998
Grad,FT,Transit,Male,1,"No, I don't work",Live with partner,2,0,2,"$ 120,000 - 149,999",17.992379999999997,59.748109,103.958175
UG,FT,Auto,Female,1,"No, I don't work",Live with family/parents,1,0,3,Unknown,10.712010000000001,55.05089,179.1897
UG,FT,Active,Male,0,"No, I don't work",Live with family/parents,1,0,4,"$ 120,000 - 149,999",3.320328,31.447038,28.74147
UG,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,7,Unknown,33.590790000000005,109.11418,310.7862
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,0,3,"$ 60,000 - 89,999",37.9131,82.170785,248.71845
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,1,7,Unknown,60.7156,135.4068,726.57255
UG,PT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,4,Unknown,28.475309999999997,74.262186,181.46775
UG,FT,Transit,Male,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,4,Unknown,29.42584,117.73583,268.57919999999996
UG,FT,Transit,Female,1,"No, I don't work",Live with partner,0,0,2,I donâ€™t know,31.8024,100.560009,386.6448
UG,FT,Transit,Male,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,0,0,2,"Less than $ 30,000",15.2048,74.568599,114.29856000000001
UG,FT,Auto,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,4,I donâ€™t know,23.29298,69.476302,224.76795
Grad,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,2,"$ 30,000 - 59,999",1.710853,20.776487,15.946485
UG,FT,Active,Female,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,3,Unknown,2.141326,19.940688,19.27866
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,5,"Less than $ 30,000",37.965759999999996,83.66392499999998,271.24275
Grad,FT,Auto,Female,1,"No, I don't work",Live with partner,2,0,2,"Less than $ 30,000",148.8808,559.43494,2054.457
UG,FT,Transit,Male,1,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,38.36207,80.368615,271.15245
UG,FT,Auto,Female,0,"No, I don't work",Live with family/parents,2,1,3,Unknown,36.20026,144.8035,353.1276
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,4,"$ 30,000 - 59,999",48.61723,150.336063,351.2646
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,2,4,"Less than $ 30,000",31.029740000000004,82.21681,200.97825
Grad,FT,Active,Male,1,"No, I don't work",Live with partner,1,0,2,"$ 240,000 +",7.445859,43.481594,61.84549499999999
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,1,Unknown,1.710853,20.776487,15.946485
Grad,FT,Transit,Female,1,"No, I don't work",Live with partner,2,0,2,"Less than $ 30,000",69.69373,104.65423100000001,552.9147
UG,FT,Active,Female,1,"No, I don't work",Live with family/parents,1,0,3,I donâ€™t know,2.634566,19.362205,21.82227
UG,PT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with partner,4,0,2,Unknown,96.30285,309.55806,838.8795
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,1,0,3,Unknown,2.595157,27.40234,23.805030000000002
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,3,Unknown,38.71248,78.822485,241.20045000000002
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,2,"$ 90,000 - 119,999",41.72162,150.35046999999997,453.32294999999993
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,3,Unknown,34.20944,106.51093,320.8704
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,0,2,Unknown,6.3433,35.064785,89.66037
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,0,3,Unknown,77.24351999999999,341.527159,506.52285000000006
UG,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,4,"$ 90,000 - 119,999",36.44315,100.473908,308.15070000000003
Grad,FT,Transit,Female,1,"No, I don't work",Live with partner,1,0,2,Unknown,32.266729999999995,64.12449699999999,201.13604999999998
UG,FT,Transit,Female,0,"Yes, I work > 40 hours per week",Live with family/parents,0,0,2,I donâ€™t know,31.87776,129.632197,396.29535
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,1,4,Unknown,24.70085,197.618433,165.3153
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,3,Unknown,20.23541,86.982477,310.77195
Grad,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,2,2,"Less than $ 30,000",82.10151,146.0318,572.3816999999999
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,6,Unknown,16.862000000000002,82.03545,174.3645
Grad,FT,Active,Female,1,"No, I don't work",Live alone,0,0,1,"Less than $ 30,000",4.603065,25.568201000000002,35.364990000000006
Grad,PT,Auto,Male,1,"Yes, I work 31-40 hours per week",Live alone,1,0,1,"$ 60,000 - 89,999",0.0,0.0,0.0
UG,FT,Active,Male,0,"No, I don't work",Live alone,0,0,2,"Less than $ 30,000",1.710853,20.776487,15.946485
Grad,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,2,"$ 150,000 - 179,999",5.844977,40.805218,51.2364
UG,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with roommates,1,0,2,I donâ€™t know,5.499556,35.577191,46.45101000000001
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,I donâ€™t know,6.703013,35.563364,40.687425
Grad,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,Unknown,19.30037,44.767979,104.03547
UG,FT,Transit,Female,1,"No, I don't work",Live with roommates,0,0,3,I donâ€™t know,3.068723,25.742024,23.927640000000004
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,4,Unknown,58.063419999999994,138.164521,419.05514999999997
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,3,Unknown,2.523888,24.493026999999998,28.469009999999997
UG,FT,Auto,Female,1,"No, I don't work",Live with family/parents,1,2,1,Unknown,1.8307959999999999,27.798863,18.307965
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,I donâ€™t know,2.924953,24.128386,16.985265000000002
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,2,Unknown,1.3311520000000001,20.977919,13.21644
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,0,4,Unknown,88.58440999999999,156.62637,655.12455
Grad,FT,Active,Female,1,"Yes, I work 31-40 hours per week",Live with family/parents,0,0,3,Unknown,4.911077,31.749745,33.225285
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,3,"Less than $ 30,000",1.464106,25.325449,14.598600000000001
Grad,PT,Auto,Male,1,"Yes, I work > 40 hours per week",Live with family/parents,2,2,2,Unknown,25.601470000000003,102.714962,233.28615
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,2,Unknown,4.108721,21.501513000000006,41.46901499999999
Grad,FT,Active,Female,1,"No, I don't work",Live with partner,0,0,2,"Less than $ 30,000",3.792585,18.826039,22.924049999999998
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,3,2,I donâ€™t know,27.774279999999997,90.492769,235.84995
Grad,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,4,Unknown,3.068723,25.742024,23.927640000000004
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,4,Unknown,52.30806,115.741767,387.57585
Grad,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,4,Unknown,71.16045,121.36587,490.53615
UG,FT,Transit,Female,0,"Yes, I work 31-40 hours per week",Live with family/parents,1,1,3,"$ 30,000 - 59,999",59.25311,167.66687,655.90365
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,1,3,Unknown,67.24624,122.79335,535.1118
Grad,FT,Active,Female,0,"No, I don't work",Live with family/parents,1,0,3,Unknown,1.117177,20.195869,11.101709999999999
Grad,FT,Active,Female,1,"Yes, I work part time (11-20 hours per week)",Live with partner,1,0,2,"$ 150,000 - 179,999",17.36541,58.415310999999996,101.76636
UG,PT,Transit,Female,0,"No, I don't work",Live with family/parents,0,0,3,"Less than $ 30,000",17.88877,71.55026699999998,225.87225
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,3,0,5,I donâ€™t know,105.8511,149.7978,947.0704499999999
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,3,Unknown,27.066940000000002,103.52829100000001,236.007
UG,FT,Transit,Female,0,"No, I don't work",Live alone,0,0,1,"$ 240,000 +",3.235257,24.180734,34.47531
Grad,FT,Active,Male,1,"Yes, I work 31-40 hours per week",Live alone,0,0,1,Unknown,1.117177,20.195869,11.101709999999999
Grad,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,1.464106,25.325449,14.598600000000001
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with partner,1,0,2,"Less than $ 30,000",2.510406,26.944984,21.925545
UG,FT,Transit,Male,0,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,7.717772999999999,37.877319,75.9915
Grad,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,2,"Less than $ 30,000",0.0,0.0,0.0
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,2,"Less than $ 30,000",2.168042,23.855995999999998,19.46616
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,4,"Less than $ 30,000",75.23828,130.13584,561.42765
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,2,"Less than $ 30,000",1.710853,20.776487,15.946485
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,6,I donâ€™t know,23.20585,92.80499,205.5108
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,I donâ€™t know,1.117177,20.195869,11.101709999999999
UG,FT,Auto,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,3,"$ 60,000 - 89,999",37.10794,104.89875,401.28389999999996
UG,FT,Active,Male,1,"No, I don't work",Live with family/parents,1,3,2,"Less than $ 30,000",2.0714900000000003,24.722109,19.031309999999998
UG,PT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live alone,0,1,1,Unknown,45.13859,99.652433,286.6914
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,2,3,Unknown,15.61147,80.462867,143.55696
Grad,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,1,3,Unknown,40.63349,104.205554,253.60425
UG,FT,Transit,Female,0,"No, I don't work",Live with partner,1,0,2,Unknown,32.31276,69.358008,207.1518
UG,PT,Transit,Female,1,"Yes, I work 31-40 hours per week",Live with partner,1,1,2,Unknown,55.922509999999996,103.93626,388.9065
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,1,0,3,"$ 30,000 - 59,999",2.776623,26.813798,23.593725
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,3,3,4,Unknown,44.94684,109.30861499999999,289.41179999999997
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,1,3,Unknown,16.10213,35.075044,93.86652000000001
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,0,4,Unknown,42.93738,104.508024,339.26865000000004
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,1,0,2,"Less than $ 30,000",0.0,0.0,0.0
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,2,I donâ€™t know,74.68200999999999,103.410723,638.7744
UG,FT,Transit,Male,0,"No, I don't work",Live with roommates,1,0,2,"$ 120,000 - 149,999",13.0839,43.443395,85.07454
Grad,PT,Active,Female,1,"Yes, I work 31-40 hours per week",Live with partner,1,1,2,"$ 180,000 - 209,999",21.25297,48.146440000000005,132.227955
UG,FT,Transit,Female,0,"No, I don't work",Live with roommates,0,0,3,Unknown,5.704483,36.318000000000005,56.28550500000001
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,5,Unknown,42.48653,96.827294,296.0745
Grad,FT,Active,Female,1,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,2,Unknown,2.168042,23.855995999999998,19.46616
Grad,FT,Active,Female,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,2,0,3,I donâ€™t know,4.124194,32.019829,36.336405
UG,FT,Auto,Female,1,"No, I don't work",Live with family/parents,3,0,4,I donâ€™t know,25.26455,103.52582,225.0144
UG,PT,Active,Male,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,3,"$ 90,000 - 119,999",4.911077,31.749745,33.225285
UG,FT,Auto,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,1,3,Unknown,54.19216,158.46284000000003,404.32965
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,2,Unknown,2.924953,24.128386,16.985265000000002
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,0,3,Unknown,65.86938,85.39017,478.0446
