sch_code__,School_Nam,GTA06,DAUID,Enrolment
5631,WILLOW WAY ELEMENTARY SCHOOL,3604,35210672,303
S834,WOODLAND PARK PUBLIC SCHOOL,7237,35300911,490
8308,WOODLAND PUBLIC SCHOOL,6042,35260758,143
4518,WOODLAND PUBLIC SCHOOL (I CHANGED),2358,35190392,309
4509,E J SAND PUBLIC SCHOOL,2353,35190379,274
5611,WOODLANDS ELEMENTARY SCHOOL,3664,35210896,175
S815,WOODMAN-CAINSVILLE ELEMENTARY SCHOOL,8901,35290104,461
6310,ECOLE ELEMENTAIRE PATRICIA PICKNELL,4006,35240579,254
A084,CHRIS HADFIELD PUBLIC SCHOOL,,35181220,827
779,WORTHINGTON PUBLIC SCHOOL,3375,35212037,804
8888,WOODVILLE ELEMENTARY SCHOOL,8701,35160159,217
S712,CONESTOGO PUBLIC SCHOOL,7001,35300746,307
S864,ST JACOBS PUBLIC SCHOOL,7001,35300751,285
8832,WYEVALE CENTRAL,,35431361,232
653,SIR WILLIAM STEPHENSON PUBLIC SCHOOL,1144,35180276,425
4538,YORKHILL ELEMENTARY SCHOOL,2141,35190332,473
1398,YORKVIEW PUBLIC SCHOOL,437,35202549,475
7141,YORKVIEW SCHOOL,5207,35250035,189
1399,YORKWOODS PUBLIC SCHOOL,400,35204353,349
1401,ZION HEIGHTS ELEMENTARY SCHOOL,469,35202453,189
5709,SPRINGBROOK ELEMENTARY SCHOOL (ADD CHANGED),3429,35212176,454
A171,SPRINGBROOK PUBLIC SCHOOL,,35212176,454
E0565,ECOLE ELEMENTAIRE DES QUATRE-RIVIERES,8401,35220103,160
526,WINDHAM RIDGE PUBLIC SCHOOL,2226,35190778,538
8722,SEVERN SHORES PUBLIC SCHOOL,8555,35431229,332
A155,SEVERN SHORES PUBLIC SCHOOL,,35431229,332
E0356,BLAIR RIDGE PUBLIC SCHOOL,1107,35181149,724
S750,LUTHERWOOD (TREATMENT),7001,35300050,0
8405,NIAGARA CHILD DEVELOPMENT CENTRE,,35260264,0
7290,MCMASTER UNIVERSITY MEDICAL CENTRE SCHOOL,,35250670,0
4336,YORK CENTRE FOR CHILDREN YOUTH & FAMILY,,35190768,0
940,CENTRAL TORONTO YOUTH SERVICE (CARE/TREATMENT) (I CHANGED),40,35204583,0
S962,NEW START PROGRAM (CARE/TREATMENT) (I CHANGED),3693,35211044,0
143,YOK ACADEMY YORK CENTRE (CARE/TREATMENT),2268,35190768,0
4337,YORK CENTRE YOUTH PROGRAM ELEMENTARY SCHOOL (CARE/TREATMENT),2268,35190768,0
E0113,ROY MCMURTRY SCHOOL = PEEL ALTERNATIVE SCH CENTRAL (CORRECTIONAL FACILITY),3366,35210229,0
7350,ST MARTINS MANOR (CARE/TREATMENT),5140,35250110,0
C218,GROVE SCHOOL - FAMILY COURT CLINIC (CORRECTIONAL),1196,35180194,0
4018,YOUTHDALE YORK REGION,,35190138,0
7251,GEORGE R FORCE (CORRECTIONAL FACILITY),5127,35250341,0
54,BRIDGE SCHOOL SEPARATE SCHOOL,5164,35250437,0
3263,RITSON PUBLIC SCHOOL,1209,35180157,0
3042,CARTWRIGHT HIGH SCHOOL,1309,35180069,0
2176,HOSPITAL FOR SICK CHILDREN,,35204617,0
46,BEVERLEY SCHOOL,68,35200897,90
7256,GLENWOOD SPECIAL DAY SCHOOL,5166,35250965,49
2231,LUCY MCCORMICK SENIOR SCHOOL,117,35201369,62
2432,WILLIAM J MCCORDIC SCHOOL,251,35204462,75
539,ST JOHN PAUL II CATHOLIC ELEMENTARY SCHOOL,4186,35240696,761
2247,MONSIGNOR FRASER COLLEGE (TORONTO-ISABELLA CAMPUS),21,35200757,199
5026,ST JOHN THE BAPTIST ELEMENTARY SCHOOL,3190,35211639,536
A164,ST BENEDICT CATHOLIC ELEMENTARY SCHOOL,,35240929,552
A191,ST. BENEDICT CATHOLIC ELEMENTARY SCHOOL,,35240929,552
E0399,ST MARY CATHOLIC ELEMENTARY SCHOOL,4045,35240687,696
5414,BISHOP SCALABRINI SEPARATE SCHOOL,3672,35212009,557
E0498,FATHER DONALD MACLELLAN CATHOLIC SECONDARY SCHOOL - WHITBY CAMPUS (ALTERNATIVE SCHOOL),1146,35180248,235
E0253,ST AIDAN CATHOLIC ELEMENTARY SCHOOL,3434,35211903,491
E0214,ST ANTHONY OF PADUA CATHOLIC ELEMENTARY SCHOOL,,35240870,965
E0278,ST BONAVENTURE CATHOLIC ELEMENTARY SCHOOL,3375,35212032,514
844,THOMAS MERTON CATHOLIC SECONDARY SCHOOL,4012,35240222,206
1627,MONSIGNOR FRASER COLLEGE (SCARBOROUGH CAMPUS),597,35200092,130
A041,ST ANGELA MERICI CATHOLIC SCHOOL,,35430780,620
5407,ALL SAINTS SCHOOL - MISSISSAUGA,3635,35210486,346
2018,BLESSED ARCHBISHOP ROMERO CATHOLIC SECONDARY SCHOOL,144,35203981,755
31,ALL SAINTS CATHOLIC SCHOOL,1121,35180350,932
8386,ALEXANDER KUSKA KSG SEPARATE SCHOOL,6257,35260243,371
2601,ALL SAINTS CATHOLIC SCHOOL,342,35202977,880
4613,ALL SAINTS CATHOLIC ELEMENTARY SCHOOL,2417,35191193,469
S010,ANNUNCIATION CATHOLIC SCHOOL,239,35202750,339
6103,ASCENSION CATHOLIC ELEMENTARY SCHOOL,,35240493,270
5411,ASCENSION OF OUR LORD SECONDARY SCHOOL,3628,35211099,841
E0213,LUMEN CHRISTI ELEMENTARY CATHOLIC SCHOOL,4103,35240942,545
8235,ASSUMPTION SEPARATE SCHOOL,6042,35260568,155
451,ST LUCY CATHOLIC ELEMENTARY SCHOOL,3436,35212068,506
6104,ASSUMPTION ROMAN CATHOLIC SECONDARY SCHOOL,4064,35240463,887
S741,ASSUMPTION COLLEGE SCHOOL,8901,35290325,613
A119,GUARDIAN ANGELS CATHOLIC ELEMENTARY SCHOOL,,35190821,428
8232,MOTHER TERESA CATHOLIC ELEMENTARY SCHOOL,6042,35260403,300
8964,ST PATRICKS ELEMENTARY SCHOOL,8851,35150133,280
8128,ST PAUL HIGH SCHOOL,6042,35260033,575
2032,BISHOP ALLEN ACADEMY,306,35203138,1540
49,BISHOP TONNOS CATHOLIC SECONDARY SCHOOL,5059,35251010,1157
5109,BISHOP FRANCIS ALLEN SCHOOL,3494,35210224,358
8444,BISHOP MACDONNELL HIGH SCHOOL,8001,35230505,767
S908,JEAN-PAUL II CATHOLIQUE ELEMENTAIRE ECOLE,1145,35180249,305
6251,BISHOP PAUL FRANCIS REDING SECONDARY SCHOOL,4119,35240829,1364
C069,BISHOP RYAN CATHOLIC SECONDARY SCHOOL,5244,35251029,1605
194,BLESSED SCALABRINI CATHOLIC ELEMENTARY SCHOOL - VAU,2141,35190332,230
2701,ST KATERI TEKAKWITHA SEPARATE SCHOOL,480,35200308,223
2371,ST MARYS CATHOLIC SECONDARY SCHOOL,101,35203838,636
1044,ST MARGUERITE BOURGEOYS SEPARATE SCHOOL,601,35204788,99
7241,MONSIGNOR LAVAL ELEMENTARY SCHOOL,5129,35250517,407
S705,BLESSED SACRAMENT - BURFORD,8901,35290276,189
S836,BLESSED KATERI,7001,35301001,440
5569,ST EDITH STEIN ELEMENTARY SCHOOL,3615,35211598,286
7216,BLESSED SACRAMENT SEPARATE SCHOOL,5102,35250560,269
2035,BLESSED SACRAMENT CATHOLIC SCHOOL - TORONTO,196,35202372,518
2702,BLESSED TRINITY SEPARATE SCHOOL - TORONTO,461,35202443,183
5171,NOTRE DAME SECONDARY SCHOOL,3378,35211871,1468
5199,ST JOHN BOSCO CATHOLIC SCHOOL,3505,35211131,333
5133,ECOLE SAINTE JEANNE DARC,3500,35210146,512
S778,BLESSED SACRAMENT CATHOLIC SCHOOL - KITCHENER,7001,35300182,292
8071,BLESSED TRINITY SECONDARY SCHOOL - GRIMSBY,6001,35260335,1066
2703,BREBEUF COLLEGE SCHOOL,459,35202494,1015
S985,ST BRIDGET,1106,35181220,494
4123,BROTHER ANDRE CATHOLIC HIGH SCHOOL,2441,35191169,1452
2033,BISHOP MARROCCO & THOMAS MERTON CATHOLIC SCHOOL,114,35201406,888
2425,ECOLE SECONDAIRE CATHOLIQUE SAINT-FRERE-ANDRE,107,35200940,105
A446,SCHOOL SECONDARY CATHOLIC SAINT-FRÈRE-ANDRÉ,,35200952,105
8751,CANADIAN MARTYRS CATHOLIC SCHOOL - PENETANGUISHENE,8555,35430557,230
63,CANADIAN MARTYS SCHOOL - HAMILTON,5175,35250669,199
S808,CANADIAN MARTYRS - KITCHENER,7001,35300410,322
5426,CANADIAN MARTYRS CATHOLIC SCHOOL - MISSISSAUGA,3673,35210304,494
4207,CANADIAN MARTYRS SEPARATE SCHOOL - NEWMARKET,2611,35190105,533
8238,CANADIAN MARTYRS SEPARATE SCHOOL - ST CATHARINES,6042,35260528,506
6110,CANADIAN MARTYRS SEPARATE SCHOOL - BURLINGTON,4083,35240325,363
2055,CANADIAN MARTYRS SEPARATE SCHOOL - TORONTO,259,35200524,293
S924,CARDINAL-LEGER CATHOLIQUE ELEMENTAIRE ECOLE,,35300182,313
7527,CARDINAL NEWMAN CATHOLIC SEC SCHOOL - STONEY CREEK,5093,35250278,1509
8104,CARDINAL NEWMAN CATHOLIC SCHOOL - NIAGARA F,6042,35260619,568
207,CARDINAL NEWMAN HIGH SCHOOL - TORONTO ,,35203788,1200
8123,OUR LADY OF MOUNT CARMEL ELEMENTARY SCHOOL,6042,35260640,331
2208,JOSYF CARDINAL SLIPYJ SEPARATE SCHOOL,337,35201732,586
2704,CARDINAL CARTER ACADEMY FOR THE ARTS,,35204755,800
E0554,ECOLE ELEMENTAIRE CATHOLIQUE ST-NICOLAS,4123,35240053,416
E0604,BLESSED PIER GIORGIO FRASSATI CATHOLIC SCHOOL,617,35204714,274
7225,CATHEDRAL HIGH SCHOOL,5170,35250955,1235
2457,CARDINAL LEGER CATHOLIC SCHOOL,565,35203692,356
2075,CHAMINADE COLLEGE SCHOOL,137,35204400,913
E0134,ST. JOAN OF ARC CATHOLIC SECONDARY SCHOOL,,35211856,1120
S960,ST JOAN OF ARC SECONDARY SCHOOL,3809,35211856,1120
719,ST MARKS CATHOLIC,5032,35251014,580
5137,FATHER C W SULLIVAN SCHOOL,3496,35210153,301
A015,JEAN VANIER CATHOLIC SECONDARY SCHOOL,4125,35240074,1094
S693,CHRIST THE KING - BRANTFORD,8901,35290051,144
4310,CHRIST THE KING CATHOLIC ELEMENTARY-RICHMOND HILL,2252,35190550,554
S467,CHRIST THE KING CATHOLIC SCHOOL,3812,35210494,259
87,CHRIST THE KING CATHOLIC SECONDARY - GEORGETOWN,4162,35240834,1560
S859,CHRIST THE KING - CAMBRIDGE,7237,35300896,247
2079,CHRIST THE KING SEPARATE SCHOOL - TORONTO,295,35201576,249
7234,CORPUS CHRISTI SEPARATE SCHOOL - HAMILTON,5058,35250136,436
3220,CORPUS-CHRISTI CATHOLIQUE ELEMENTAIRE ECOLE,1213,35180172,282
5441,CORPUS CHRISTI SEPARATE SCHOOL - MISSISSAUGA,3678,35211462,238
2100,DANTE ALIGHIERI ACADEMY CATHOLIC SECONDARY SCHOOL,158,35202285,1015
2101,DARCY MCGEE CATHOLIC SCHOOL,176,35202232,449
1145,DON BOSCO CATHOLIC SECONDARY SCHOOL,353,35201816,287
5447,DIVINE MERCY ELEMENTARY SCHOOL,3602,35211507,527
4102,DIVINE MERCY CATHOLIC ELEMENTARY SCHOOL,2100,35191129,483
8247,DENIS MORRIS HIGH SCHOOL,6042,35260462,1047
3004,ARCHBISHOP DENIS OCONNOR CATHOLIC HIGH SCHOOL,1084,35180358,758
4429,ST BRIGID CATHOLIC ELEMENTARY SCHOOL,2712,35190970,415
1152,HOLY CHILD CATHOLIC SCHOOL,370,35204474,351
8939,HOLY CROSS CATHOLIC SECONDARY SCHOOL,8851,35150140,642
7006,HOLY NAME OF MARY CATHOLIC SCHOOL,5094,35251036,466
391,HOLY TRINITY CATHOLIC SECONDARY SCHOOL,4037,35240098,1196
8907,ST JOSEPHS SEPARATE SCHOOL,8851,35150281,208
162,HOLY TRINITY SCHOOL,8001,35230367,613
E0407,ST BASIL CATHOLIC ELEMENTARY SCHOOL,8901,35290325,366
3081,ECOLE CATHOLIQUE SAINT CHARLES GARNIER,1117,35181209,181
E0115,ST CHARLES GARNIER CATHOLIC SCHOOL (706477),1117,35181209,527
5452,ECOLE RENE LAMOUREUX,3680,35210296,294
E0230,ECOLE SECONDAIRE CATHOLIQUE RENAISSANCE,2551,35190147,416
564,ECOLE CATHOLIQUE MARGUERITE BOURGEOIS,8551,35430733,188
4311,CORPUS CHRISTI CATHOLIC ELEMENTARY SCHOOL,2237,35190515,263
8981,ST LUKES SCHOOL,8714,35160181,164
8910,ST MARTINS SEPARATE SCHOOL,8851,35150244,334
155,FRANCIS LIBERMANN CATHOLIC ELEMENTARY SCHOOL,601,35204267,12
S798,ST MARY (ADULT SCHOOL),8901,35290087,0
474,OUR LADY OF MOUNT CARMEL CATHOLIC SCHOOL,5226,35250872,459
5138,FATHER CLAIR TIPPING SCHOOL,3420,35211665,373
C189,FATHER MICHAEL J MCGIVNEY ELEMENTARY SCHOOL,3380,35211758,477
2606,FATHER SERRA SEPARATE SCHOOL,343,35203000,488
3082,ECOLE SECONDAIRE CATHOLIQUE SAINT CHARLES GARNIER,1117,35181209,346
4314,FATHER HENRI J M NOUWEN SCHOOL,2214,35190842,350
5581,ST JAMES SEPARATE SCHOOL,3642,35210371,217
8112,FATHER HENNEPIN SEPARATE SCHOOL,6042,35260070,244
4131,FATHER MICHAEL MCGIVNEY CATHOLIC ACADEMY HIGH SCHO,2429,35191083,1076
8821,FATHER F X OREILLY SCHOOL,8551,35430798,306
5465,FATHER MICHAEL GOETZ SEPARATE SCHOOL,3671,35210845,1335
3224,FATHER JOSEPH VENINI CATHOLIC SCHOOL,1180,35180841,269
1159,FATHER HENRY CARR CATHOLIC SECONDARY SCHOOL (ADD CHANGED),372,35203051,949
1573,FRANCIS LIBERMANN CATHOLIC HIGH SCHOOL,601,35204267,875
8514,ECOLE FRERE-ANDRE,8501,35431073,372
2126,ECOLE SEPAREE GEORGES ETIENNE CARTIER,257,35200683,373
5143,GEORGES VANIER CATHOLIC SCHOOL,3358,35210097,293
4216,GOOD SHEPHERD CATHOLIC ELEMENTARY SCHOOL,2762,35190092,159
S052,GOOD SHEPHERD CATHOLIC SCHOOL,3419,35212125,421
S953,GUARDIAN ANGELS CATHOLIC ELEMENTARY SCHOOL,3375,35212037,593
433,GUARDIAN ANGELS CATHOLIC ELEMENTARY SCHOOL,4110,35240890,934
4104,FATHER JOHN KELLY SEPARATE SCHOOL,2099,35190811,286
3509,FATHER LEO J AUSTIN CATHOLIC SECONDARY SCHOOL,1124,35180340,988
1082,BLESSED MARGHERITA OF CITTA CASTELLO SEPARATE SCHOOL,400,35201979,320
3118,GOOD SHEPHERD CATHOLIC SCHOOL,1242,35180986,98
3401,GOOD SHEPHERD CATHOLIC ELEMENTARY SCHOOL,,35180042,98
S259,GUARDIAN ANGELS CATHOLIC ELEMENTARY SCHOOL,5229,35250892,493
8635,HOLY TRINITY HIGH SCHOOL,8559,35430780,634
2170,HOLY ANGELS SEPARATE SCHOOL,301,35201517,416
S971,HOLY CROSS ELEMENTARY SCHOOL,8901,35290098,247
6207,HOLY CROSS CATHOLIC SCHOOL,4163,35240016,428
5481,HOLY CROSS SCHOOL,3629,35211070,574
A035,ST ALPHONSA CATHOLIC ELEMENTARY SCHOOL,3481,35212170,0
8182,ST JOHN BOSCO SCHOOL,6257,35260215,257
2171,HOLY CROSS SEPARATE SCHOOL,263,35200567,362
8264,HOLY CROSS SECONDARY SCHOOL,6042,35260534,706
2172,HOLY FAMILY SEPARATE SCHOOL,110,35204661,240
5022,HOLY FAMILY ELEMENTARY SCHOOL,3192,35211645,288
8494,HOLY FAMILY SCHOOL,8551,35430839,443
4513,HOLY FAMILY CATHOLIC SCHOOL,2122,35190341,192
S760,HOLY FAMILY CATHOLIC ELEMENTARY SCHOOL,,35300786,230
6316,HOLY FAMILY SCHOOL,4026,35240130,220
S969,HOLY FAMILY ELEMENTARY SCHOOL,8901,35290300,145
4109,HOLY JUBILEE CATHOLIC SCHOOL,2101,35191116,690
7274,HOLY NAME OF JESUS SEPARATE SCHOOL,5176,35250708,410
2173,HOLY NAME SEPARATE SCHOOL,277,35200708,304
8403,HOLY NAME SCHOOL,6257,35260172,419
E0049,HOLY NAME OF MARY SECONDARY SCHOOL - BRAMPTON,3364,35211256,760
2708,HOLY REDEEMER SEPARATE SCHOOL,471,35202481,69
4011,HOLY SPIRIT CATHOLIC SCHOOL,2563,35190871,279
6127,HOLY ROSARY SEPARATE SCHOOL,4053,35240593,417
8476,HOLY ROSARY SEPARATE SCHOOL,8001,35230058,239
S803,HOLY ROSARY,7001,35300976,293
6259,HOLY ROSARY SEPARATE SCHOOL,4126,35240064,361
8342,ST CHARLES SCHOOL,6042,35260483,291
2174,HOLY ROSARY CATHOLIC SCHOOL,186,35204756,251
1588,HOLY SPIRIT SEPARATE SCHOOL,594,35204085,367
S685,HOLY SPIRIT,7237,35300889,596
366,HOLY TRINITY CATHOLIC SCHOOL,1242,35180986,770
3052,HOLY FAMILY CATHOLIC SCHOOL,1325,35180848,74
4713,HOLY CROSS CATHOLIC ACADEMY HIGH SCHOOL,2034,35190260,886
8813,HOLY CROSS CATHOLIC SCHOOL,8559,35431308,539
A175, ST JOSEPHINE BAKHITA CATHOLIC ELEMENTARY SCHOOL,,35212129,718
E0137,ST. JOSEPHINE BAKHITA CATHOLIC ELEMENTARY SCHOOL,3384,35212129,718
8940,IMMACULATE CONCEPTION ELEMENTARY SCHOOL,8851,35150108,223
3402,IMMACULATE CONCEPTION CATHOLIC SCHOOL,1300,35180045,90
4714,IMMACULATE CONCEPTION CATHOLIC ELEMENTARY SCHOOL,2058,35190217,656
2184,IMMACULATE CONCEPTION SEPARATE SCHOOL,153,35204454,454
E0321,IMMACULATE HEART OF MARY CATHOLIC ELEMENTARY SCHOOL,5061,35250307,312
1591,IMMACULATE HEART OF MARY SEPARATE SCHOOL,542,35203257,176
8251,IMMACULEE-CONCEPTION CATHOLIQUE ECOLE,6042,35260450,243
5489,IONA SECONDARY SCHOOL,3614,35210732,961
2246,MONSIGNOR FRASER COLLEGE (ALTERNATE STUDY),211,35204390,108
1326,JAMES CARDINAL MCGUIGAN CATHOLIC SCHOOL,397,35204014,819
1598,JEAN VANIER CATHOLIC SECONDARY SCHOOL,523,35204127,1000
2199,JAMES CULNAN SEPARATE SCHOOL,127,35204637,471
8705,JEAN VANIER HIGH SCHOOL,8555,35430874,515
5115,CARDINAL NEWMAN CATHOLIC SCHOOL - BRAMPTON,3511,35211403,504
3250,JOHN XXIII CATHOLIC SCHOOL,1211,35180649,205
5493,JOHN XXIII SEPARATE SCHOOL,3664,35210897,204
1063,JOHN XXIII SEPARATE SCHOOL,223,35200541,434
4604,JOHN XXIII SEPARATE SCHOOL,2408,35190590,188
S956,JOHN CABOT CATHOLIC SECONDARY SCHOOL,3610,35210315,888
S704,JOHN SWEENEY CATHOLIC ELEMENTARY SCHOOL,7001,35300917,682
4137,KATERI TEKAKWITHA CATHOLIC SCHOOL,2442,35190716,349
8175,LAKESHORE CATHOLIC HIGH SCHOOL,6257,35260670,989
4013,LIGHT OF CHRIST CATHOLIC ELEMENTARY SCHOOL,2552,35190155,296
5159,LESTER B PEARSON CATHOLIC SCHOOL,3363,35210079,429
8391,ECOLE DU SACRE-COEUR - WELLAND,6257,35260173,308
718,ST JOHN CHRYSOSTOM SCHOOL,2602,35191031,326
2229,LORETTO ABBEY CATHOLIC SECONDARY SCHOOL,195,35204040,956
2230,LORETTO COLLEGE SCHOOL,165,35201148,515
8118,LORETTO CATHOLIC ELEMENTARY SCHOOL,6042,35260836,608
4004,CARDINAL CARTER SECONDARY SCHOOL,2551,35190147,1343
E0366,ST MARY OF THE ANGELS CATHOLIC ELEMENTARY SCHOOL,2073,35190821,731
1086,MADONNA CATHOLIC SECONDARY SCHOOL,414,35202167,688
6322,ST TERESA CATHOLIC ELEMENTARY SCHOOL,4039,35240766,499
151,FOLEY CATHOLIC SCHOOL,8681,35431245,36
S920,MERE-ELISABETH-BRUYERE CATHOLIQUE ELEMENTAIRE,7001,35300084,186
S929,SAINTE-MARGUERITE-BOURGEOYS CATHOLIQUE - BRANTFORD,8901,35290323,162
E0279,FATHER FRANCIS MCSPIRITT CATHOLIC ELEMENTARY SCHOOL,3448,35212131,591
2236,MARSHALL MCLUHAN CATHOLIC SECONDARY SCHOOL,200,35204388,1009
8950,MONSIGNOR ODONAHUE ELEMENTARY SCHOOL,8851,35150324,430
3524,ST MARGUERITE DYOUVILLE CATHOLIC SCHOOL,1140,35180266,305
5509,MARY FIX CATHOLIC SCHOOL,3656,35210833,269
8477,MARY PHALEN SEPARATE SCHOOL,8001,35230175,220
8120,MARY WARD CATHOLIC ELEMENTARY SCHOOL,,35260028,352
1617,MARY WARD CATHOLIC SECONDARY SCHOOL,591,35204240,1066
3115,MONSIGNOR LEO CLEARY CATHOLIC SCHOOL,1236,35181193,188
5513,METROPOLITAN ANDREI CATHOLIC SCHOOL,3611,35210239,495
1163,MICHAEL POWER & ST JOSEPH HIGH SCHOOL,336,35201753,1995
1149,FATHER JOHN REDMOND CATHOLIC SECONDARY SCHOOL,290,35204701,1153
4042,OUR LADY OF THE ROSARY SEPARATE SCHOOL,2120,35190264,321
9295,MONSIGNOR CASTEX SEPARATE SCHOOL,8555,35431358,219
8527,MONSIGNOR CLAIR SEPARATE SCHOOL,8501,35431073,257
S706,MONSIGNOR DOYLE CATHOLIC SECONDARY,7237,35300888,1014
S708,MONSIGNOR RM HALLER,7001,35300158,233
8786,MONSIGNOR LEE SEPARATE SCHOOL,8681,35431224,337
1432,MONSIGNOR JOHN CORRIGAN ELEMENTARY SCHOOL,380,35203042,194
1166,MONSIGNOR PERCY JOHNSON CATHOLIC HIGH SCHOOL,367,35201840,969
1167,MOTHER CABRINI CATHOLIC SCHOOL,335,35201760,181
1626,ST MOTHER TERESA CATHOLIC SECONDARY SCHOOL,620,35200018,522
3016,ST TERESA CATHOLIC SCHOOL,1069,35180913,312
7293,MOTHER TERESA CATHOLIC ELEMENTARY SCHOOL,,35250591,355
A051,ST TERESA OF CALCUTTA CATHOLIC ELEMENTARY SCHOOL,5060,35250643,355
S818,MOTHER TERESA,7237,35300999,508
8638,ST TERESA CATHOLIC SCHOOL,8559,35430753,433
S937,ST TERESA OF CALCUTTA CATHOLIC ELEMENTARY SCHOOL,3674,35210331,224
4143,ST MOTHER TERESA SEPARATE SCHOOL,2397,35190641,228
3116,ST MOTHER TERESA SEPARATE SCHOOL,1241,35180663,420
1124,MONSEIGNEUR DE CHARBONNEL,445,35202510,257
C314,MONSIGNOR FRASER COLLEGE (ANNEX CAMPUS),94,35201067,220
8934,ECOLE ELEMENTAIRE MONSEIGNEUR-JAMOT,8851,35150082,199
8662,MONSIGNOR RONAN ELEMENTARY SCHOOL,8551,35430817,284
1169,NATIVITY OF OUR LORD SEPARATE SCHOOL,336,35201749,420
2251,NEIL MCNEIL HIGH SCHOOL,540,35203240,868
6264,OUR LADY OF VICTORY SCHOOL,4125,35240077,244
3254,MONSIGNOR JOHN PEREYMA CATHOLIC SECONDARY SCHOOL,1221,35180631,489
C200,ARCHBISHOP ROMERO CSS - MISSISSAUGA CAMPUS (ADD CHANGED),3683,35210473,232
8102,ST VINCENT DE PAUL CATHOLIC SCHOOL,6042,35260634,285
E0409,ST MICHAEL THE ARCHANGEL CATHOLIC ELEMENTARY SCHOOL,2054,35191352,730
E0248,OUR LADY OF FATIMA ELEMENTARY SCHOOL,4108,35240936,866
E0363,ST VERONICA CATHOLIC ELEMENTARY SCHOOL,2055,35191330,816
S925,NOTRE-DAME CATHOLIQUE ELEMENTAIRE ECOLE,5150,35250731,185
8788,NOTRE DAME CATHOLIC SCHOOL,8555,35431265,475
4225,NOTRE DAME CATHOLIC SCHOOL,2618,35190947,573
8121,NOTRE DAME SEPARATE SCHOOL,6042,35260033,237
E0196,HOLY FAMILY CATHOLIC ELEMENTARY SCHOOL,1254,35180994,659
S320,NOTRE DAME CATHOLIC SCHOOL,1061,35181180,1145
2259,NOTRE DAME CATHOLIC SECONDARY SCHOOL,252,35200657,703
3017,NOTRE-DAME-DE-LA-JEUNESSE CATHOLIQUE - AJAX,1082,35180399,264
S933,NOTRE-DAME-DE-LA-JEUNESSE CATHOLIQUE - NIAGARA,6042,35260106,139
6140,NOTRE DAME ROMAN CATHOLIC SECONDARY SCHOOL,4084,35240358,1009
E0013,ST. BERNARD OF CLAIRVAUX CATHOLIC ELEMENTARY SCHOOL,3810,35212057,707
S730,NOTRE DAME - BRANTFORD,8901,35290129,320
E0125,ST IGNATIUS OF LOYOLA CATHOLIC SCHOOL,8001,35230393,563
8406,NOTRE DAME COLLEGE SCHOOL,6257,35260250,1140
8516,ECOLE SECONDAIRE CATHOLIQUE NOUVELLE ALLIANCE,8501,35431032,270
3255,MONSIGNOR PAUL DWYER CATHOLIC HIGH SCHOOL,1185,35180312,854
4322,OUR LADY OF THE ANNUNCIATION SEPARATE SCHOOL,2230,35190772,359
4441,OUR LADY OF GOOD COUNSEL SEPARATE SCHOOL,2774,35190079,263
C355,OUR LADY HELP OF CHRISTIANS SEPARATE SCHOOL,2258,35191038,459
8077,OUR LADY OF FATIMA SEPARATE SCHOOL,6001,35260320,554
5173,OUR LADY OF FATIMA CATHOLIC SCHOOL,3487,35210174,305
558,OUR LADY OF HOPE CATHOLIC SCHOOL,2226,35190778,634
5528,OUR LADY OF MOUNT CARMEL SECONDARY SCHOOL,3615,35211850,1638
5526,OUR LADY OF GOOD VOYAGE CATHOLIC SCHOOL,3604,35210672,192
S827,OUR LADY OF FATIMA - CAMBRIDGE,7237,35300854,386
8282,OUR LADY OF FATIMA SEPARATE SCHOOL,6042,35260429,218
1636,OUR LADY OF FATIMA CATHOLIC SCHOOL,528,35203522,716
E0170,ANNUNCIATION OF OUR LORD CATHOLIC SCHOOL - EAST,5104,35250526,697
4715,OUR LADY OF FATIMA SEPARATE SCHOOL,2025,35190186,456
8181,ST THERESE SEPARATE SCHOOL,6257,35260665,204
4014,OUR LADY OF GRACE SEPARATE SCHOOL,2555,35190128,285
1637,OUR LADY OF GRACE SEPARATE SCHOOL,601,35204267,240
S860,OUR LADY OF GRACE,7001,35300177,300
8032,ST GEORGES CATHOLIC ELEMENTARY SCHOOL,6042,35260680,232
2709,OUR LADY OF GUADALUPE CATHOLIC SCHOOL,479,35200302,151
E0235,ST MATTHEW CATHOLIC ELEMENTARY SCHOOL,5005,35251028,885
8727,OUR LADY OF LOURDES SEPARATE SCHOOL,8555,35430925,222
8465,OUR LADY OF LOURDES SCHOOL - GUELPH,8001,35230219,809
7298,OUR LADY OF LOURDES SEPARATE SCHOOL,5087,35250629,323
2268,OUR LADY OF LOURDES CATHOLIC SCHOOL,22,35200769,603
S830,OUR LADY OF LOURDES,7001,35300732,240
5425,OUR LADY OF MERCY ELEMENTARY SCHOOL,3714,35210536,319
1205,OUR LADY OF PEACE SEPARATE SCHOOL,322,35201654,670
5175,OUR LADY OF PROVIDENCE ELEMENTARY SCHOOL,3418,35211587,585
2269,OUR LADY OF PERPETUAL HELP SEPARATE SCHOOL,207,35202777,381
2270,OUR LADY OF SORROWS SEPARATE SCHOOL,314,35201505,777
1681,ST MAXIMILIAN KOLBE SEPARATE SCHOOL = MSGR FRASER COLLEGE (MIDLAND NORTH),591,35203929,123
4070,OUR LADY OF THE LAKE CATHOLIC HIGH SCHOOL,2863,35190065,394
7513,OUR LADY OF PEACE,5090,35250312,281
